Internship_ID,Domain,Student_ID,University,Year_of_Study,Program,Application_Date,Status,Participation,Clicks_on_Internship
157,Cloud Computing,S1525,Harvard,2nd Year,MBA,2029-03-06,Rejected,No,9
400,UI/UX Design,S1526,NTU,1st Year,MBA,2029-03-07,Rejected,Yes,22
467,IoT,S1527,NUS,3rd Year,MBA,2029-03-08,Accepted,Yes,12
483,Cybersecurity,S1528,Oxford,3rd Year,B.Sc,2029-03-09,Accepted,Yes,7
541,Embedded Systems,S1529,Harvard,2nd Year,B.Sc,2029-03-10,Rejected,No,20
249,IoT,S1530,Cambridge,3rd Year,M.Sc,2029-03-11,Pending,No,23
350,UI/UX Design,S1531,IIT Delhi,4th Year,B.Tech,2029-03-12,Rejected,Yes,12
643,IoT,S1532,NTU,2nd Year,B.Sc,2029-03-13,Accepted,Yes,46
521,Data Science,S1533,NTU,3rd Year,M.Sc,2029-03-14,Rejected,No,28
679,IoT,S1534,Stanford,1st Year,M.Tech,2029-03-15,Accepted,No,17
798,IoT,S1535,Berkeley,1st Year,B.Sc,2029-03-16,Accepted,Yes,32
911,UI/UX Design,S1536,IIT Bombay,4th Year,M.Tech,2029-03-17,Accepted,No,6
284,Data Science,S1537,IIT Bombay,4th Year,M.Tech,2029-03-18,Rejected,No,12
274,Cloud Computing,S1538,Harvard,2nd Year,M.Tech,2029-03-19,Pending,Yes,17
279,AI/ML,S1539,Stanford,4th Year,B.Sc,2029-03-20,Rejected,No,26
180,Data Science,S1540,MIT,3rd Year,M.Tech,2029-03-21,Accepted,Yes,13
724,AI/ML,S1541,Berkeley,2nd Year,M.Sc,2029-03-22,Accepted,No,15
991,UI/UX Design,S1542,NUS,1st Year,M.Sc,2029-03-23,Rejected,No,23
491,Data Science,S1543,NUS,3rd Year,M.Sc,2029-03-24,Accepted,No,42
734,Web Development,S1544,IIT Bombay,3rd Year,B.Sc,2029-03-25,Pending,Yes,41
799,Cybersecurity,S1545,Harvard,4th Year,B.Sc,2029-03-26,Accepted,No,6
346,Embedded Systems,S1546,NTU,3rd Year,MBA,2029-03-27,Accepted,No,22
609,Web Development,S1547,Stanford,2nd Year,B.Tech,2029-03-28,Accepted,Yes,29
697,Embedded Systems,S1548,Harvard,4th Year,MBA,2029-03-29,Pending,Yes,49
246,Web Development,S1549,IIT Delhi,3rd Year,M.Tech,2029-03-30,Accepted,No,7
337,UI/UX Design,S1550,NTU,1st Year,B.Sc,2029-03-31,Rejected,No,34
572,Embedded Systems,S1551,NTU,4th Year,B.Sc,2029-04-01,Accepted,No,17
753,Blockchain,S1552,MIT,1st Year,M.Tech,2029-04-02,Pending,Yes,2
360,IoT,S1553,NUS,2nd Year,B.Sc,2029-04-03,Accepted,No,39
570,Cybersecurity,S1554,NUS,1st Year,B.Sc,2029-04-04,Pending,Yes,4
361,Blockchain,S1555,Stanford,3rd Year,M.Sc,2029-04-05,Accepted,Yes,36
782,Web Development,S1556,Stanford,1st Year,B.Tech,2029-04-06,Accepted,No,4
109,Web Development,S1557,IIT Delhi,4th Year,MBA,2029-04-07,Rejected,Yes,44
923,Blockchain,S1558,Harvard,2nd Year,M.Tech,2029-04-08,Accepted,Yes,24
576,Blockchain,S1559,NTU,4th Year,M.Sc,2029-04-09,Pending,Yes,7
394,AI/ML,S1560,NUS,3rd Year,M.Tech,2029-04-10,Pending,Yes,11
793,AR/VR,S1561,MIT,1st Year,MBA,2029-04-11,Accepted,Yes,1
659,Cybersecurity,S1562,IIT Bombay,3rd Year,B.Tech,2029-04-12,Pending,No,34
261,IoT,S1563,NUS,1st Year,B.Sc,2029-04-13,Rejected,Yes,1
175,AR/VR,S1564,IIT Bombay,2nd Year,MBA,2029-04-14,Accepted,Yes,1
552,Blockchain,S1565,Cambridge,2nd Year,MBA,2029-04-15,Accepted,No,21
453,Blockchain,S1566,MIT,3rd Year,M.Tech,2029-04-16,Rejected,Yes,25
701,AI/ML,S1567,NUS,2nd Year,B.Sc,2029-04-17,Accepted,No,20
406,Cybersecurity,S1568,IIT Bombay,1st Year,B.Sc,2029-04-18,Rejected,Yes,2
754,Cybersecurity,S1569,Berkeley,1st Year,B.Sc,2029-04-19,Accepted,No,37
534,Cloud Computing,S1570,IIT Delhi,4th Year,M.Sc,2029-04-20,Rejected,Yes,37
806,Data Science,S1571,IIT Bombay,1st Year,MBA,2029-04-21,Rejected,Yes,24
356,AR/VR,S1572,Cambridge,4th Year,MBA,2029-04-22,Rejected,No,5
567,Data Science,S1573,NTU,2nd Year,M.Sc,2029-04-23,Pending,No,12
965,Embedded Systems,S1574,NTU,4th Year,B.Tech,2029-04-24,Accepted,Yes,13
409,Web Development,S1575,Stanford,3rd Year,M.Sc,2029-04-25,Rejected,No,41
303,UI/UX Design,S1576,IIT Bombay,1st Year,B.Tech,2029-04-26,Rejected,Yes,40
493,UI/UX Design,S1577,Harvard,3rd Year,M.Tech,2029-04-27,Pending,No,32
973,Cybersecurity,S1578,Oxford,4th Year,M.Tech,2029-04-28,Rejected,No,12
594,IoT,S1579,IIT Delhi,2nd Year,MBA,2029-04-29,Accepted,Yes,35
209,Data Science,S1580,Berkeley,4th Year,M.Sc,2029-04-30,Pending,Yes,14
342,Cloud Computing,S1581,Stanford,3rd Year,M.Sc,2029-05-01,Pending,Yes,23
490,IoT,S1582,Oxford,4th Year,M.Sc,2029-05-02,Accepted,Yes,7
685,Embedded Systems,S1583,NTU,3rd Year,M.Sc,2029-05-03,Rejected,No,44
467,UI/UX Design,S1584,NUS,1st Year,B.Sc,2029-05-04,Rejected,Yes,10
688,AR/VR,S1585,IIT Bombay,3rd Year,B.Sc,2029-05-05,Pending,Yes,39
402,Blockchain,S1586,Oxford,3rd Year,M.Tech,2029-05-06,Pending,No,24
816,AR/VR,S1587,Berkeley,3rd Year,B.Sc,2029-05-07,Accepted,Yes,37
402,Blockchain,S1588,MIT,3rd Year,B.Tech,2029-05-08,Pending,No,12
122,AR/VR,S1589,MIT,4th Year,M.Sc,2029-05-09,Accepted,Yes,29
949,Data Science,S1590,NTU,1st Year,B.Sc,2029-05-10,Accepted,No,46
774,UI/UX Design,S1591,NUS,2nd Year,M.Tech,2029-05-11,Pending,Yes,50
505,UI/UX Design,S1592,Stanford,4th Year,B.Sc,2029-05-12,Rejected,Yes,12
381,IoT,S1593,NUS,4th Year,B.Tech,2029-05-13,Rejected,No,33
108,AR/VR,S1594,MIT,4th Year,MBA,2029-05-14,Pending,No,10
679,Web Development,S1595,IIT Bombay,3rd Year,M.Sc,2029-05-15,Accepted,No,29
985,Cloud Computing,S1596,Berkeley,2nd Year,B.Sc,2029-05-16,Rejected,Yes,2
802,AR/VR,S1597,Cambridge,4th Year,MBA,2029-05-17,Accepted,No,40
896,AR/VR,S1598,IIT Bombay,4th Year,B.Tech,2029-05-18,Accepted,No,3
862,Data Science,S1599,Cambridge,2nd Year,M.Tech,2029-05-19,Pending,Yes,35
150,Web Development,S1600,Stanford,1st Year,B.Tech,2029-05-20,Rejected,No,8
720,UI/UX Design,S1601,Harvard,2nd Year,M.Sc,2029-05-21,Accepted,Yes,20
863,Data Science,S1602,IIT Bombay,2nd Year,M.Tech,2029-05-22,Pending,Yes,19
608,Cybersecurity,S1603,NTU,3rd Year,B.Tech,2029-05-23,Accepted,Yes,7
952,Cloud Computing,S1604,Oxford,4th Year,M.Sc,2029-05-24,Pending,Yes,23
393,Data Science,S1605,Oxford,3rd Year,B.Sc,2029-05-25,Accepted,Yes,44
894,Web Development,S1606,NUS,1st Year,B.Tech,2029-05-26,Accepted,Yes,12
918,UI/UX Design,S1607,IIT Bombay,4th Year,M.Tech,2029-05-27,Pending,No,38
335,Web Development,S1608,NTU,1st Year,M.Tech,2029-05-28,Pending,Yes,34
721,Embedded Systems,S1609,Cambridge,1st Year,B.Tech,2029-05-29,Accepted,Yes,11
921,Blockchain,S1610,NTU,4th Year,B.Sc,2029-05-30,Pending,Yes,7
460,Blockchain,S1611,Oxford,3rd Year,MBA,2029-05-31,Accepted,Yes,32
324,AR/VR,S1612,IIT Bombay,4th Year,M.Tech,2029-06-01,Pending,No,13
751,Web Development,S1613,Berkeley,2nd Year,M.Tech,2029-06-02,Pending,No,39
294,AR/VR,S1614,IIT Bombay,4th Year,MBA,2029-06-03,Pending,Yes,10
735,Blockchain,S1615,NUS,2nd Year,M.Sc,2029-06-04,Pending,Yes,40
356,Blockchain,S1616,NUS,2nd Year,B.Tech,2029-06-05,Pending,No,22
794,Web Development,S1617,IIT Delhi,2nd Year,B.Sc,2029-06-06,Pending,Yes,30
873,IoT,S1618,Harvard,4th Year,B.Tech,2029-06-07,Rejected,Yes,43
838,Embedded Systems,S1619,Cambridge,3rd Year,MBA,2029-06-08,Rejected,No,36
885,Web Development,S1620,NUS,4th Year,M.Sc,2029-06-09,Accepted,Yes,25
775,Embedded Systems,S1621,NUS,1st Year,B.Tech,2029-06-10,Rejected,No,29
797,Web Development,S1622,IIT Delhi,3rd Year,M.Tech,2029-06-11,Rejected,No,8
958,IoT,S1623,Oxford,3rd Year,MBA,2029-06-12,Rejected,Yes,43
240,Cloud Computing,S1624,Oxford,4th Year,B.Sc,2029-06-13,Pending,No,36
743,Web Development,S1625,NTU,4th Year,B.Sc,2029-06-14,Rejected,Yes,5
199,Web Development,S1626,Cambridge,2nd Year,M.Tech,2029-06-15,Accepted,No,22
742,UI/UX Design,S1627,IIT Bombay,1st Year,B.Tech,2029-06-16,Pending,No,16
761,IoT,S1628,Harvard,1st Year,M.Tech,2029-06-17,Pending,Yes,24
140,AR/VR,S1629,Stanford,2nd Year,M.Sc,2029-06-18,Rejected,Yes,10
416,AI/ML,S1630,Berkeley,3rd Year,B.Sc,2029-06-19,Accepted,No,16
907,UI/UX Design,S1631,IIT Delhi,3rd Year,B.Sc,2029-06-20,Accepted,Yes,32
551,AI/ML,S1632,Harvard,4th Year,B.Tech,2029-06-21,Pending,Yes,13
134,IoT,S1633,Stanford,1st Year,B.Sc,2029-06-22,Pending,No,26
693,Web Development,S1634,Berkeley,3rd Year,M.Tech,2029-06-23,Accepted,No,3
473,Cybersecurity,S1635,NUS,4th Year,M.Tech,2029-06-24,Accepted,No,23
849,Blockchain,S1636,IIT Bombay,2nd Year,M.Tech,2029-06-25,Pending,No,4
234,Embedded Systems,S1637,Cambridge,4th Year,MBA,2029-06-26,Pending,Yes,31
192,Embedded Systems,S1638,NUS,2nd Year,B.Sc,2029-06-27,Rejected,No,43
402,IoT,S1639,NTU,1st Year,B.Sc,2029-06-28,Accepted,No,46
434,Blockchain,S1640,MIT,1st Year,M.Tech,2029-06-29,Accepted,No,49
865,IoT,S1641,Harvard,3rd Year,M.Sc,2029-06-30,Accepted,No,38
525,Blockchain,S1642,IIT Bombay,4th Year,M.Sc,2029-07-01,Rejected,No,7
279,IoT,S1643,MIT,1st Year,MBA,2029-07-02,Pending,Yes,34
305,IoT,S1644,Stanford,3rd Year,M.Sc,2029-07-03,Accepted,Yes,6
235,Web Development,S1645,Harvard,4th Year,M.Tech,2029-07-04,Rejected,No,43
905,Data Science,S1646,IIT Delhi,4th Year,M.Sc,2029-07-05,Accepted,Yes,42
652,AR/VR,S1647,NTU,3rd Year,B.Sc,2029-07-06,Rejected,Yes,21
997,AI/ML,S1648,IIT Bombay,4th Year,MBA,2029-07-07,Rejected,No,34
474,Cybersecurity,S1649,Stanford,1st Year,M.Tech,2029-07-08,Accepted,No,37
643,Cloud Computing,S1650,Stanford,3rd Year,B.Tech,2029-07-09,Rejected,No,37
613,AI/ML,S1651,Oxford,1st Year,M.Tech,2029-07-10,Accepted,Yes,45
379,Cloud Computing,S1652,Berkeley,3rd Year,B.Sc,2029-07-11,Accepted,No,35
950,Cybersecurity,S1653,Cambridge,2nd Year,B.Tech,2029-07-12,Rejected,No,34
268,Embedded Systems,S1654,Stanford,1st Year,B.Sc,2029-07-13,Pending,Yes,26
363,Cloud Computing,S1655,NTU,2nd Year,M.Sc,2029-07-14,Rejected,Yes,49
944,Web Development,S1656,MIT,3rd Year,M.Tech,2029-07-15,Rejected,No,35
593,IoT,S1657,IIT Bombay,4th Year,M.Sc,2029-07-16,Accepted,Yes,42
925,AR/VR,S1658,IIT Bombay,2nd Year,MBA,2029-07-17,Accepted,No,13
402,IoT,S1659,NTU,3rd Year,M.Sc,2029-07-18,Accepted,No,19
864,Embedded Systems,S1660,NUS,2nd Year,B.Sc,2029-07-19,Pending,Yes,21
991,Embedded Systems,S1661,Oxford,1st Year,B.Sc,2029-07-20,Rejected,Yes,9
446,Data Science,S1662,NTU,3rd Year,B.Sc,2029-07-21,Rejected,Yes,29
923,AR/VR,S1663,MIT,3rd Year,M.Sc,2029-07-22,Rejected,No,49
217,Data Science,S1664,Harvard,4th Year,B.Tech,2029-07-23,Rejected,Yes,13
579,Cloud Computing,S1665,IIT Delhi,3rd Year,B.Tech,2029-07-24,Rejected,No,19
177,Embedded Systems,S1666,IIT Delhi,1st Year,MBA,2029-07-25,Pending,No,41
244,UI/UX Design,S1667,MIT,3rd Year,B.Sc,2029-07-26,Accepted,No,28
872,Embedded Systems,S1668,Berkeley,3rd Year,MBA,2029-07-27,Accepted,No,26
331,AI/ML,S1669,NUS,1st Year,MBA,2029-07-28,Pending,Yes,28
980,IoT,S1670,Oxford,2nd Year,B.Sc,2029-07-29,Rejected,No,25
792,Embedded Systems,S1671,Berkeley,2nd Year,M.Sc,2029-07-30,Accepted,Yes,6
841,Cybersecurity,S1672,MIT,1st Year,M.Tech,2029-07-31,Rejected,No,32
790,Blockchain,S1673,NTU,2nd Year,B.Sc,2029-08-01,Rejected,Yes,2
506,Data Science,S1674,NUS,3rd Year,M.Tech,2029-08-02,Rejected,Yes,32
966,Cybersecurity,S1675,NUS,3rd Year,M.Tech,2029-08-03,Rejected,No,7
923,Cloud Computing,S1676,Berkeley,3rd Year,M.Sc,2029-08-04,Pending,No,21
670,AI/ML,S1677,NTU,3rd Year,B.Sc,2029-08-05,Pending,No,36
474,IoT,S1678,Harvard,3rd Year,B.Sc,2029-08-06,Accepted,No,31
192,Cloud Computing,S1679,MIT,1st Year,B.Sc,2029-08-07,Rejected,Yes,40
909,UI/UX Design,S1680,Cambridge,3rd Year,M.Tech,2029-08-08,Rejected,Yes,25
504,Data Science,S1681,Berkeley,2nd Year,M.Sc,2029-08-09,Pending,No,20
114,IoT,S1682,MIT,1st Year,B.Tech,2029-08-10,Pending,No,32
370,Data Science,S1683,Harvard,2nd Year,B.Sc,2029-08-11,Rejected,Yes,50
649,Cybersecurity,S1684,Stanford,3rd Year,B.Tech,2029-08-12,Rejected,No,19
226,Cybersecurity,S1685,Oxford,3rd Year,M.Tech,2029-08-13,Accepted,Yes,50
565,AR/VR,S1686,IIT Bombay,4th Year,M.Tech,2029-08-14,Pending,Yes,44
477,UI/UX Design,S1687,Cambridge,4th Year,MBA,2029-08-15,Rejected,No,45
788,AR/VR,S1688,IIT Bombay,3rd Year,M.Sc,2029-08-16,Pending,No,4
866,Blockchain,S1689,IIT Bombay,2nd Year,MBA,2029-08-17,Rejected,No,34
788,Web Development,S1690,NTU,1st Year,B.Tech,2029-08-18,Rejected,No,3
368,AR/VR,S1691,Berkeley,2nd Year,M.Tech,2029-08-19,Pending,No,13
698,Web Development,S1692,NUS,2nd Year,B.Sc,2029-08-20,Accepted,Yes,6
490,Cybersecurity,S1693,MIT,2nd Year,B.Sc,2029-08-21,Pending,No,20
942,Cybersecurity,S1694,Stanford,2nd Year,M.Sc,2029-08-22,Pending,No,38
753,AI/ML,S1695,Stanford,1st Year,B.Tech,2029-08-23,Accepted,No,48
480,AR/VR,S1696,NUS,4th Year,MBA,2029-08-24,Pending,No,37
210,UI/UX Design,S1697,Oxford,4th Year,B.Tech,2029-08-25,Accepted,No,35
791,Embedded Systems,S1698,NUS,1st Year,B.Tech,2029-08-26,Pending,No,12
339,Cloud Computing,S1699,NTU,1st Year,M.Sc,2029-08-27,Pending,Yes,42
582,AR/VR,S1700,Cambridge,2nd Year,MBA,2029-08-28,Accepted,Yes,21
125,Embedded Systems,S1701,Cambridge,1st Year,B.Sc,2029-08-29,Accepted,Yes,48
734,Web Development,S1702,Oxford,4th Year,B.Sc,2029-08-30,Accepted,No,4
674,UI/UX Design,S1703,Berkeley,3rd Year,M.Tech,2029-08-31,Rejected,No,35
435,Cloud Computing,S1704,NTU,3rd Year,MBA,2029-09-01,Rejected,No,2
724,Cloud Computing,S1705,Berkeley,3rd Year,M.Tech,2029-09-02,Accepted,No,4
326,AR/VR,S1706,IIT Delhi,2nd Year,M.Sc,2029-09-03,Pending,Yes,20
763,Cloud Computing,S1707,IIT Bombay,4th Year,B.Tech,2029-09-04,Rejected,Yes,25
164,Embedded Systems,S1708,NTU,3rd Year,B.Sc,2029-09-05,Accepted,Yes,13
750,Data Science,S1709,MIT,2nd Year,B.Tech,2029-09-06,Accepted,No,23
943,Web Development,S1710,Oxford,3rd Year,B.Tech,2029-09-07,Rejected,Yes,35
575,Blockchain,S1711,Harvard,1st Year,B.Sc,2029-09-08,Rejected,Yes,4
817,AI/ML,S1712,IIT Bombay,1st Year,B.Sc,2029-09-09,Pending,Yes,44
409,Cloud Computing,S1713,NUS,2nd Year,MBA,2029-09-10,Accepted,No,28
764,Web Development,S1714,Stanford,2nd Year,B.Sc,2029-09-11,Rejected,Yes,48
518,Web Development,S1715,NUS,2nd Year,M.Tech,2029-09-12,Rejected,Yes,33
219,Cybersecurity,S1716,Stanford,2nd Year,B.Sc,2029-09-13,Rejected,No,34
243,Web Development,S1717,NUS,3rd Year,B.Tech,2029-09-14,Pending,Yes,12
146,UI/UX Design,S1718,Oxford,2nd Year,B.Tech,2029-09-15,Pending,No,33
138,Cybersecurity,S1719,Cambridge,2nd Year,MBA,2029-09-16,Rejected,No,24
411,Blockchain,S1720,Stanford,2nd Year,B.Tech,2029-09-17,Accepted,No,44
604,IoT,S1721,NUS,1st Year,M.Tech,2029-09-18,Accepted,Yes,45
218,Web Development,S1722,Oxford,4th Year,MBA,2029-09-19,Accepted,No,3
199,AR/VR,S1723,NUS,1st Year,B.Sc,2029-09-20,Pending,Yes,14
340,Cloud Computing,S1724,NTU,1st Year,B.Sc,2029-09-21,Accepted,Yes,7
650,Blockchain,S1725,Oxford,1st Year,B.Sc,2029-09-22,Rejected,Yes,30
238,Blockchain,S1726,IIT Delhi,4th Year,B.Tech,2029-09-23,Rejected,Yes,12
497,IoT,S1727,IIT Bombay,4th Year,B.Tech,2029-09-24,Accepted,No,15
564,Data Science,S1728,NTU,1st Year,M.Sc,2029-09-25,Rejected,No,46
479,Data Science,S1729,IIT Delhi,2nd Year,M.Tech,2029-09-26,Rejected,Yes,21
786,Blockchain,S1730,Berkeley,1st Year,B.Sc,2029-09-27,Accepted,Yes,5
860,Embedded Systems,S1731,Cambridge,1st Year,M.Tech,2029-09-28,Rejected,Yes,46
813,Cloud Computing,S1732,IIT Delhi,1st Year,B.Sc,2029-09-29,Rejected,Yes,14
653,UI/UX Design,S1733,IIT Delhi,4th Year,MBA,2029-09-30,Pending,No,32
529,IoT,S1734,NTU,1st Year,M.Tech,2029-10-01,Rejected,Yes,14
701,IoT,S1735,MIT,3rd Year,M.Tech,2029-10-02,Accepted,Yes,37
860,UI/UX Design,S1736,IIT Delhi,1st Year,B.Tech,2029-10-03,Pending,Yes,41
844,AR/VR,S1737,Stanford,1st Year,M.Sc,2029-10-04,Pending,No,40
258,AI/ML,S1738,Oxford,3rd Year,B.Tech,2029-10-05,Rejected,Yes,1
524,Data Science,S1739,Stanford,1st Year,M.Tech,2029-10-06,Accepted,No,3
770,IoT,S1740,IIT Bombay,1st Year,MBA,2029-10-07,Rejected,Yes,25
201,UI/UX Design,S1741,Berkeley,1st Year,B.Tech,2029-10-08,Rejected,No,14
953,Data Science,S1742,Berkeley,2nd Year,M.Sc,2029-10-09,Accepted,Yes,45
601,Embedded Systems,S1743,Cambridge,2nd Year,B.Sc,2029-10-10,Pending,No,8
730,Blockchain,S1744,IIT Bombay,2nd Year,M.Tech,2029-10-11,Accepted,No,19
517,Cybersecurity,S1745,Cambridge,3rd Year,B.Tech,2029-10-12,Rejected,Yes,1
386,Blockchain,S1746,NUS,1st Year,B.Tech,2029-10-13,Accepted,No,16
133,Cybersecurity,S1747,NUS,1st Year,MBA,2029-10-14,Pending,No,43
806,IoT,S1748,MIT,2nd Year,M.Tech,2029-10-15,Accepted,No,22
479,Cloud Computing,S1749,Oxford,3rd Year,B.Sc,2029-10-16,Rejected,Yes,12
322,UI/UX Design,S1750,Berkeley,3rd Year,MBA,2029-10-17,Pending,Yes,25
554,Cloud Computing,S1751,Oxford,3rd Year,M.Tech,2029-10-18,Accepted,No,15
555,UI/UX Design,S1752,Stanford,2nd Year,M.Tech,2029-10-19,Pending,Yes,24
341,Embedded Systems,S1753,IIT Bombay,2nd Year,B.Tech,2029-10-20,Rejected,No,26
975,AR/VR,S1754,Cambridge,1st Year,M.Sc,2029-10-21,Accepted,Yes,3
471,Web Development,S1755,Stanford,1st Year,M.Tech,2029-10-22,Rejected,No,10
201,AR/VR,S1756,NUS,1st Year,B.Sc,2029-10-23,Rejected,No,10
802,IoT,S1757,Harvard,2nd Year,B.Tech,2029-10-24,Rejected,No,39
476,UI/UX Design,S1758,IIT Delhi,2nd Year,M.Sc,2029-10-25,Accepted,No,16
657,AI/ML,S1759,Cambridge,3rd Year,B.Tech,2029-10-26,Accepted,No,40
760,AI/ML,S1760,Cambridge,2nd Year,B.Sc,2029-10-27,Accepted,Yes,43
467,Data Science,S1761,Berkeley,1st Year,MBA,2029-10-28,Accepted,No,17
162,IoT,S1762,NTU,1st Year,B.Sc,2029-10-29,Pending,No,28
507,AI/ML,S1763,Oxford,2nd Year,B.Tech,2029-10-30,Rejected,Yes,44
382,Data Science,S1764,Harvard,4th Year,M.Sc,2029-10-31,Rejected,Yes,37
294,Web Development,S1765,Berkeley,3rd Year,B.Tech,2029-11-01,Rejected,Yes,46
225,IoT,S1766,IIT Delhi,2nd Year,B.Tech,2029-11-02,Pending,Yes,41
968,IoT,S1767,Berkeley,4th Year,B.Sc,2029-11-03,Accepted,No,20
943,AI/ML,S1768,Berkeley,1st Year,M.Tech,2029-11-04,Accepted,No,14
565,Blockchain,S1769,Berkeley,2nd Year,M.Tech,2029-11-05,Accepted,No,42
193,Cybersecurity,S1770,Oxford,3rd Year,MBA,2029-11-06,Accepted,Yes,48
778,Web Development,S1771,Berkeley,4th Year,M.Tech,2029-11-07,Rejected,No,18
317,Cloud Computing,S1772,Berkeley,4th Year,M.Tech,2029-11-08,Rejected,Yes,27
757,Web Development,S1773,Berkeley,2nd Year,B.Tech,2029-11-09,Accepted,Yes,45
754,Cloud Computing,S1774,Berkeley,2nd Year,B.Tech,2029-11-10,Rejected,Yes,1
711,Data Science,S1775,NTU,4th Year,B.Sc,2029-11-11,Pending,No,27
121,UI/UX Design,S1776,Cambridge,1st Year,B.Tech,2029-11-12,Rejected,Yes,27
151,Cloud Computing,S1777,Harvard,3rd Year,B.Tech,2029-11-13,Rejected,Yes,25
905,Data Science,S1778,Stanford,1st Year,MBA,2029-11-14,Pending,Yes,18
441,UI/UX Design,S1779,Stanford,4th Year,M.Tech,2029-11-15,Accepted,No,13
349,Web Development,S1780,Stanford,1st Year,B.Tech,2029-11-16,Pending,No,50
228,AI/ML,S1781,IIT Delhi,2nd Year,M.Tech,2029-11-17,Rejected,Yes,32
905,Blockchain,S1782,NTU,4th Year,B.Tech,2029-11-18,Accepted,No,17
678,Cloud Computing,S1783,MIT,3rd Year,M.Tech,2029-11-19,Accepted,No,39
310,Cybersecurity,S1784,NUS,3rd Year,M.Tech,2029-11-20,Accepted,Yes,1
170,Blockchain,S1785,MIT,1st Year,B.Tech,2029-11-21,Rejected,No,41
949,Data Science,S1786,IIT Delhi,1st Year,B.Sc,2029-11-22,Rejected,Yes,45
883,Data Science,S1787,Cambridge,3rd Year,M.Sc,2029-11-23,Rejected,No,26
667,AI/ML,S1788,NTU,4th Year,B.Tech,2029-11-24,Accepted,No,3
312,Cybersecurity,S1789,Cambridge,1st Year,MBA,2029-11-25,Accepted,No,45
700,IoT,S1790,IIT Delhi,4th Year,MBA,2029-11-26,Rejected,No,50
321,Data Science,S1791,NTU,3rd Year,M.Sc,2029-11-27,Rejected,Yes,29
932,Web Development,S1792,Oxford,4th Year,M.Tech,2029-11-28,Rejected,No,9
990,AR/VR,S1793,IIT Delhi,3rd Year,M.Sc,2029-11-29,Rejected,No,43
338,Cybersecurity,S1794,Harvard,4th Year,M.Tech,2029-11-30,Pending,Yes,45
436,Embedded Systems,S1795,NUS,2nd Year,M.Sc,2029-12-01,Pending,Yes,15
892,IoT,S1796,Oxford,4th Year,B.Sc,2029-12-02,Accepted,No,5
251,AI/ML,S1797,IIT Bombay,3rd Year,B.Sc,2029-12-03,Pending,Yes,41
907,AI/ML,S1798,Berkeley,4th Year,B.Tech,2029-12-04,Rejected,No,8
710,UI/UX Design,S1799,NTU,2nd Year,M.Tech,2029-12-05,Rejected,Yes,8
102,Data Science,S1800,Harvard,1st Year,M.Tech,2029-12-06,Pending,No,11
383,Blockchain,S1801,MIT,4th Year,B.Tech,2029-12-07,Pending,Yes,32
979,Web Development,S1802,NUS,3rd Year,MBA,2029-12-08,Rejected,No,5
248,IoT,S1803,IIT Bombay,2nd Year,MBA,2029-12-09,Accepted,Yes,12
233,Data Science,S1804,IIT Delhi,1st Year,M.Tech,2029-12-10,Pending,Yes,35
653,Cybersecurity,S1805,NUS,4th Year,B.Tech,2029-12-11,Pending,No,21
356,Blockchain,S1806,MIT,1st Year,B.Sc,2029-12-12,Accepted,Yes,11
917,Data Science,S1807,NUS,4th Year,MBA,2029-12-13,Accepted,No,48
278,Data Science,S1808,Cambridge,4th Year,B.Tech,2029-12-14,Pending,No,17
212,Data Science,S1809,IIT Bombay,1st Year,B.Sc,2029-12-15,Pending,Yes,44
776,UI/UX Design,S1810,Harvard,1st Year,M.Tech,2029-12-16,Pending,No,46
987,UI/UX Design,S1811,IIT Delhi,2nd Year,B.Sc,2029-12-17,Pending,No,45
126,Cloud Computing,S1812,Stanford,4th Year,M.Tech,2029-12-18,Accepted,No,26
234,Web Development,S1813,NUS,4th Year,B.Tech,2029-12-19,Rejected,Yes,19
115,Blockchain,S1814,IIT Delhi,1st Year,MBA,2029-12-20,Pending,No,35
466,Web Development,S1815,Cambridge,2nd Year,M.Sc,2029-12-21,Pending,No,19
908,Web Development,S1816,MIT,1st Year,MBA,2029-12-22,Pending,No,19
907,Data Science,S1817,MIT,3rd Year,B.Tech,2029-12-23,Pending,Yes,37
343,Embedded Systems,S1818,Berkeley,2nd Year,B.Tech,2029-12-24,Pending,No,17
702,AR/VR,S1819,IIT Bombay,3rd Year,M.Tech,2029-12-25,Rejected,No,7
431,AI/ML,S1820,NTU,2nd Year,B.Sc,2029-12-26,Accepted,No,49
116,AR/VR,S1821,Stanford,4th Year,MBA,2029-12-27,Accepted,No,8
278,Web Development,S1822,Cambridge,1st Year,M.Sc,2029-12-28,Rejected,No,26
371,IoT,S1823,Cambridge,2nd Year,B.Sc,2029-12-29,Accepted,Yes,13
153,UI/UX Design,S1824,NTU,4th Year,B.Tech,2029-12-30,Rejected,Yes,6
229,Cybersecurity,S1825,Oxford,4th Year,M.Sc,2029-12-31,Rejected,No,36
859,Web Development,S1826,Harvard,3rd Year,M.Sc,2030-01-01,Accepted,No,32
531,Blockchain,S1827,NUS,3rd Year,M.Tech,2030-01-02,Pending,Yes,13
638,AR/VR,S1828,Oxford,4th Year,MBA,2030-01-03,Rejected,Yes,9
216,IoT,S1829,Berkeley,3rd Year,B.Tech,2030-01-04,Rejected,Yes,34
863,Cybersecurity,S1830,Oxford,4th Year,M.Sc,2030-01-05,Pending,No,3
